Transcriptomics_id,Trough,Frequency,Peak,Threshold,Ratio,Vrest,Cell Type,Subtype
SM-GE4QQ_S178_E1-50,-46.8625030517578,0.159999976730349,35.5750007629395,-25.2000007629394,1.65957165567969,-64.2545291900635,Pvalb interneuron,Pvalb Vipr2
SM-GE936_S060_E1-50,-60.1562538146973,0.170982142857143,37.9375038146973,-36.46875,3.42084309541993,-72.4668223063151,Lamp5 interneuron,Lamp5 Lsp1
SM-GE95A_S060_E1-50,-55.4062538146973,0.475714285714286,28.3125,-30.5625019073486,1.55467842103784,-74.7729797363281,Pvalb interneuron,Pvalb Tpbg
SM-GE4XY_S021_E1-50,-37.875,1.00093457943925,27.2000007629395,-15.8750009536743,1.33211004485977,-60.5064149336381,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE95N_S191_E1-50,-48.2000045776367,0.096618361362354,33.5187492370606,-23.4687519073486,2.83539234070462,-63.7266623179118,Lamp5 interneuron,Lamp5 Lhx6
SM-GE4RC_S089_E1-50,-60.0812492370605,0.93,23.53125,-31.3374996185303,1.31339937419184,-74.5649236043294,Pvalb interneuron,Pvalb Akr1c18 Ntf3
SM-GE5QL_S111_E1-50,-47.4250030517578,0.189999991226193,19.9500007629395,-31.0124988555908,1.73454522686697,-65.8863807678223,Sst interneuron,Sst Calb2 Pdlim5
SM-GE8X2_S192_E1-50,-44.75,0.123571426377978,23.0000019073486,-36.5000038146973,2.33349089605148,-59.979069519043,Sst interneuron,Sst Hpse Sema3c
SM-GE4RC_S081_E1-50,-51.2937545776367,0.520560747663552,30.8812522888184,-38.2000007629395,2.79245007393397,-71.8609497070313,Lamp5 interneuron,Lamp5 Ntn1 Npy2r
SM-GE8YK_S076_E1-50,-43.1875038146973,0.2125,24.6250019073486,-17.9687519073486,2.54461859909272,-59.5375957489014,Lamp5 interneuron,Lamp5 Lhx6
SM-GE8ZC_S103_E1-50,-43.2500038146973,0.193571448836036,35.1875,-38.0000038146973,3.15637514169361,-66.8629737854004,Vip interneuron,Vip Ptprt Pkp2
SM-GE5UX_S183_E1-50,-51.1125030517578,0.2,23.6750011444092,-33.1250038146973,3.75852833122521,-76.1578226089478,Lamp5 interneuron,Lamp5 Lsp1
SM-GE5OW_S162_E1-50,-40.2687530517578,0.07068965576208,30.3687515258789,-25.7625007629394,2.8143778491698,-58.1936652443626,Vip interneuron,Vip Lmo1 Myl1
SM-GE5U8_S078_E1-50,-56.875,0.065,18.9437503814697,-47.9687538146973,2.00657131311155,-76.3952972412109,Sst interneuron,Sst Hpse Cbln4
SM-GE5VR_S181_E1-50,-61.0062522888184,1.31682236999882,19.4000015258789,-32.0062484741211,1.1946017525869,-71.1371746063232,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE4S3_S139_E1-50,-49.625,0.269158878504673,17.875,-27.8437519073486,1.39901893417776,-68.7152751575817,Pvalb interneuron,Pvalb Reln Itm2a
SM-J39ZH_S532_E1-50,-46.78125381469727,0.1549999788284315,48.30624771118164,-41.05000305175781,3.657293212258301,-68.81214828491211,Sncg interneuron,Sncg Vip Itih5
SM-GE5P3_S062_E1-50,-42.90625,0.405000003242484,28.3000011444092,-32.2437515258789,4.17130780432683,-61.4217872619629,Vip interneuron,Vip Chat Htr1f
SM-GE936_S052_E1-50,-61.2812538146973,0.264285735422252,31.34375,-43.5625,2.16136704940426,-75.4878723144531,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE95M_S049_E1-50,-56.8312530517578,0.285000005626677,5.63749980926514,-61.0437545776367,2.65201201995623,-68.5944798787435,Sst interneuron,Sst Hpse Sema3c
SM-GE8YK_S090_E1-50,-54.5999984741211,0.17,34.8187484741211,-35.8000030517578,2.06041029649415,-69.7180967330933,Sst interneuron,Sst Crhr2 Efemp1
SM-GE4RS_S062_E1-50,-48.5,0.378448276916665,36.0249977111816,-38.4687538146973,2.10001425198647,-65.5953584150835,Sst interneuron,Sst Chrna2 Glra3
SM-GE8YI_S059_E1-50,-51.59375,0.237857143950948,39.5,-39.2812538146973,2.45936872947831,-61.8493766784668,Sst interneuron,Sst Chrna2 Ptgdr
SM-GE5V2_S015_E1-50,-44.6749992370606,0.597413782197428,36.8937530517578,-34.375,3.72821354840747,-68.2259877522786,Vip interneuron,Vip Pygm C1ql1
SM-GE4XY_S042_E1-50,-51.26250076293945,0.7212765957446813,24.431251525878903,-26.5625,1.1956060978838663,-67.64737256368001,Pvalb interneuron,Pvalb Akr1c18 Ntf3
SM-GE4WN_S028_E1-50,-58.8562507629395,0.35508269204171,22.3312511444092,-31.3062515258789,1.30676879801924,-73.2104933602469,Pvalb interneuron,Pvalb Akr1c18 Ntf3
SM-GE4QN_S169_E1-50,-57.3500022888184,0.505769349047422,20.8312492370605,-35.9937515258789,1.59063012816168,-73.2900439175693,Pvalb interneuron,Pvalb Tpbg
SM-GE95N_S138_E1-50,-57.8062515258789,0.613422803186755,9.50000095367432,-43.7312545776367,2.02991880393023,-70.5212982177734,Sst interneuron,Sst Hpse Cbln4
SM-GE66C_S113_E1-50,-58.46875,0.99795918367347,16.8437519073486,-34.3125,1.24401375968471,-63.5280296325684,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE5P3_S082_E1-50,-48.4437484741211,0.065313657032206,21.2125015258789,-36.7937545776367,3.25548526215465,-72.6591873168945,Vip interneuron,Vip Lmo1 Myl1
SM-GE5P3_S089_E1-50,-50.0374984741211,0.115000002098081,37.8562507629395,-37.5249977111816,2.3639394302568,-67.1622792561849,Sst interneuron,Sst Hpse Cbln4
SM-GE4RC_S094_E1-50,-42.9750022888184,0.235,19.34375,-30.2687511444092,3.01948217139979,-71.3976936340332,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE5TM_S118_E1-50,-56.2812538146973,1.2625,-1.625,-35.40625,1.32380832709699,-72.5233068466187,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE8YB_S039_E1-50,-51.3312530517578,0.643749997019765,3.57500028610229,-40.8812484741211,1.94395734357763,-64.5504469438033,Sst interneuron,Sst Chrna2 Glra3
SM-GE92A_S086_E1-50,-49.1875038146973,0.220497627760511,37.7500038146973,-45.3437538146973,3.139296018831,-73.0617183338512,Vip interneuron,Vip Ptprt Pkp2
SM-GE8YK_S039_E1-50,-60.8437538146973,0.6875,28.4375,-32.53125,1.36463145152333,-73.2239507039388,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE94J_S082_E1-50,-50.4687538146973,0.29,24.1875019073486,-40.28125,3.37999941234091,-76.4797744750977,Vip interneuron,Vip Pygm C1ql1
SM-GE94H_S097_E1-50,-64.4375,0.717857142857142,23.5000019073486,-34.9375,1.33510177568132,-79.2840377807617,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE8XQ_S059_E1-50,-55.5562477111816,0.622368401688549,13.8812503814697,-39.8937492370605,2.70316172140822,-68.5174649556478,Sst interneuron,Sst Esm1
SM-GE5PA_S144_E1-50,-54.0,0.204579825549005,16.5312519073486,-33.9249992370606,1.34583489099491,-70.0486873503654,Pvalb interneuron,Pvalb Tpbg
SM-GE8X4_S111_E1-50,-48.71875,0.155,19.1250019073486,-40.53125,2.86925559440869,-74.8724014282227,Vip interneuron,Vip Rspo4 Rxfp1 Chat
SM-GE5VJ_S043_E1-50,-50.3687477111816,0.100000006905916,24.3374996185303,-38.1687545776367,2.42457993634172,-70.4024378458659,Vip interneuron,Vip Crispld2 Kcne4
SM-GE64F_S125_E1-50,-54.1875038146973,0.295483851856942,6.59375047683716,-46.03125,3.62414406005688,-71.7752704620361,Lamp5 interneuron,Lamp5 Lsp1
SM-GE8Y4_S189_E1-50,-36.46875,0.152336461865774,15.2562503814697,-26.3062515258789,2.67652948927883,-67.4399890899658,Vip interneuron,Vip Pygm C1ql1
SM-J39ZH_S505_E1-50,-30.63125228881836,0.2483333333333329,13.92500114440918,-31.387500762939453,3.915200717212694,-60.25569915771485,Sncg interneuron,Sncg Vip Itih5
SM-GE5P3_S088_E1-50,-55.8187522888184,0.880172267986373,16.4625015258789,-31.1937522888184,1.29470769116979,-71.0794053511186,Pvalb interneuron,Pvalb Tpbg
SM-GE8WX_S088_E1-50,-50.5625,0.24,43.1250038146973,-45.0,3.49251776824183,-60.259273952908,Vip interneuron,Vip Ptprt Pkp2
SM-GE93P_S082_E1-50,-42.6875,0.053232758325501,35.4687538146973,-35.03125,3.0108416634382,-61.1271588007609,Vip interneuron,Vip Lmo1 Myl1
SM-GE5UX_S189_E1-50,-50.0500030517578,0.458227848101265,21.7312507629395,-26.3437519073486,1.39341292151838,-67.8534037272136,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE5V2_S092_E1-50,-40.8999977111816,0.353846153846154,45.8187484741211,-36.7437477111816,3.6874557791586,-64.3976905822754,Vip interneuron,Vip Col15a1 Pde1a
SM-GE66Q_S044_E1-50,-48.3125038146973,-0.007720589130395,28.5000019073486,-40.34375,3.16994888085044,-67.9725851579146,Vip interneuron,Vip Arhgap36 Hmcn1
SM-GE4QD_S039_E1-50,-47.3374977111816,0.465384606428299,22.5062522888184,-37.96875,2.20788401037061,-62.4538966587612,Sst interneuron,Sst Myh8 Etv1 
SM-GE4QF_S091_E1-50,-54.1312522888184,0.41,20.5,-28.0687503814697,1.53049414342303,-74.9598887516902,Sst interneuron,Sst Tac1 Tacr3
SM-GE5VR_S140_E1-50,-56.5312538146973,1.54953291118085,28.5375022888184,-34.2937507629394,1.29556209822297,-67.518803914388,Pvalb interneuron,Pvalb Gpr149 Islr
SM-GE5UX_S182_E1-50,-52.1937484741211,0.16428574776163,30.3187522888184,-40.1750030517578,2.99749583515537,-69.1047830581665,Lamp5 interneuron,Lamp5 Fam19a1 Tmem182
SM-GE5P3_S034_E1-50,-44.78125381469727,0.0297872342152418,30.11250114440918,-34.35625076293945,2.9865615011194997,-65.05709393819173,Vip interneuron,Vip Crispld2 Kcne4
SM-GE8WR_S075_E1-50,-43.78125,0.249809160305343,7.1875,-27.71875,1.7967313687675,-73.2167856852214,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE8ZI_S152_E1-50,-56.9062538146973,0.373933646896292,26.0312519073486,-44.4687538146973,1.87252587031854,-69.8764553070069,Sst interneuron,Sst Myh8 Etv1 
SM-GE67G_S097_E1-50,-50.3125038146973,0.306428568478993,16.6562519073486,-42.2187538146973,2.39714297428781,-67.5448659261068,Sst interneuron,Sst Chrna2 Ptgdr
SM-GE4Y5_S174_E1-50,-47.06875228881836,0.29,25.456249237060547,-27.0,1.676503979302686,-68.04838409423829,Sst interneuron,Sst Tac1 Htr1d
SM-GE4Q7_S187_E1-50,-51.00000381469727,0.1705882273633312,6.081250190734863,-48.75000381469727,2.7545272806151297,-72.12431250678168,Sncg interneuron,Sncg Gpr50
SM-GE8YF_S039_E1-50,-46.4187507629395,0.099999988555909,39.0437545776367,-34.53125,3.64378752339124,-77.5479001998901,Vip interneuron,Vip Ptprt Pkp2
SM-GE5QL_S114_E1-50,-44.8000030517578,0.455769220936227,19.3875007629395,-34.4062538146973,3.3830604264978,-62.2709035873413,Vip interneuron,Vip Pygm C1ql1
SM-GE8X2_S189_E1-50,-61.65625,0.965876753458272,9.75,-36.4062538146973,0.850834509434775,-68.6845569610596,Pvalb interneuron,Pvalb Gpr149 Islr
SM-GE953_S018_E1-50,-50.2812538146973,0.162454116413215,17.9687519073486,-33.5,1.63005345020974,-64.0197575887044,Sst interneuron,Sst Mme Fam114a1
SM-J39ZH_S512_E1-50,-46.39999771118164,0.38,34.91875076293945,-42.04375457763672,3.026147422041949,-74.23176727294921,Sncg interneuron,Sncg Vip Nptx2
SM-GE918_S051_E1-50,-50.0,0.21785714242896,30.6562519073486,-33.1562538146973,3.50382801488933,-77.2805425470526,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE5U8_S091_E1-50,-47.375,1.54392524985114,16.0124988555908,-24.8562507629395,1.30150298888193,-64.3964611400258,Pvalb interneuron,Pvalb Gpr149 Islr
SM-GE4WC_S068_E1-50,-60.39374923706055,0.0787296898079762,31.200000762939453,-33.51250457763672,1.2949647851761894,-72.75016239711216,Sst interneuron,Sst Tac1 Tacr3
SM-GE8ZP_S187_E1-50,-62.9687538146973,0.44258064516129,15.0000009536743,-36.5000038146973,1.41200857060064,-75.9343566894531,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE93P_S058_E1-50,-41.8125,0.253571426153183,30.7812519073486,-34.9687538146973,2.93048117851698,-60.214567565918,Sncg interneuron,Sncg Gpr50
SM-GE8YI_S040_E1-50,-44.62500381469727,0.7500000000000006,25.375001907348636,-25.5625,1.7268271605447445,-61.59294557571411,Pvalb interneuron,Pvalb Th Sst
SM-GE4RC_S072_E1-50,-50.59999847412109,0.7684210886440056,21.831249237060547,-29.668750762939453,1.757745579588455,-45.16148875309871,Pvalb interneuron,Pvalb Reln Tac1
SM-GE91Q_S003_E1-50,-51.3125038146973,0.145707654389081,28.03125,-37.2812538146973,2.88414186696145,-76.3993723942683,Vip interneuron,Vip Crispld2 Kcne4
SM-GE67S_S131_E1-50,-56.8437538146973,0.182105263157895,36.28125,-38.03125,2.72696060206524,-68.4335829416911,Sst interneuron,Sst Esm1
SM-GE4QF_S070_E1-50,-48.5,0.39741382419706,29.2250003814697,-21.8687496185303,1.52338987221117,-64.7178095037287,Pvalb interneuron,Pvalb Tpbg
SM-GE63V_S182_E1-50,-54.875,0.127328163482884,13.7500009536743,-60.1250038146973,3.62368259406571,-82.2260775132613,Lamp5 interneuron,Lamp5 Lsp1
SM-GE4QZ_S151_E1-50,-62.9500007629395,0.63,28.0562515258789,-37.2625045776367,1.35601449742044,-73.9105658531189,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE94J_S008_E1-50,-58.8125038146973,0.495,16.28125,-36.4375,1.39315700208678,-70.4921239217122,Pvalb interneuron,Pvalb Tpbg
SM-GE62S_S125_E1-50,-54.6562538146973,0.351257253384913,26.5625,-43.2812538146973,2.23554897812407,-68.2128362240999,Sst interneuron,Sst Calb2 Pdlim5
SM-GE5U8_S085_E1-50,-70.6000061035156,0.995000073623583,6.53750038146973,-40.2000007629395,1.47202067442891,-73.3961265563965,Pvalb interneuron,Pvalb Th Sst
SM-GE63H_S126_E1-50,-51.2500038146973,0.412036409677446,21.1562519073486,-39.5,3.32695782883703,-66.7406354157821,Vip interneuron,Vip Pygm C1ql1
SM-J39RG_S236_E1-50,-56.79999923706055,0.0528033474924364,12.875000953674316,-42.118751525878906,2.588814311123047,-82.61604614257813,Vip interneuron,Vip Crispld2 Kcne4
SM-GE93V_S009_E1-50,-64.4687576293945,0.447685872469362,26.4687519073486,-49.3437538146973,2.058691590741,-76.1044464111328,Sst interneuron,Sst Hpse Cbln4
SM-GE5P3_S087_E1-50,-44.3937530517578,0.607894595708896,22.9562511444092,-20.9375,1.39723232175463,-63.4975409074263,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE937_S103_E1-50,-53.2187538146973,0.449324339475821,26.125,-30.9687519073486,1.35891591175844,-65.0061592102051,Pvalb interneuron,Pvalb Tpbg
SM-GE4QZ_S149_E1-50,-49.3374977111816,0.575903614457831,26.2312488555908,-21.8000011444092,1.21856047656904,-62.0265875596267,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE63H_S144_E1-50,-55.125,0.406818181818182,29.9375019073486,-36.9687538146973,2.4385535613365,-68.9792156219482,Sst interneuron,Sst Esm1
SM-GE67R_S002_E1-50,-47.8750038146973,0.35,38.0000038146973,-43.2500038146973,3.57338726534928,-70.8980262062766,Vip interneuron,Vip Rspo4 Rxfp1 Chat
SM-GE5OS_S185_E1-50,-54.48125457763672,0.5981707933982899,17.393749237060547,-30.993749618530277,1.3822036604755987,-72.0549750328064,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE65C_S138_E1-50,-54.9687538146973,0.412499980926514,29.1250019073486,-32.5000038146973,1.60758378107527,-69.138185773577,Sst interneuron,Sst Rxfp1 Eya1
SM-GE681_S040_E1-50,-53.0000038146973,0.545893760972621,23.3437519073486,-31.2812519073486,1.50111162246107,-71.8701674143474,Sst interneuron,Sst Tac1 Tacr3
SM-GE8XQ_S108_E1-50,-45.15625,0.32,20.7562522888184,-30.5250015258789,1.8842464805327,-60.2465553283691,Sst interneuron,Sst Calb2 Pdlim5
SM-GE95M_S002_E1-50,-56.7000007629395,0.40499999485015,32.5375022888184,-37.4437484741211,2.24706216349532,-74.559892654419,Sst interneuron,Sst Nts
SM-GE8WI_S162_E1-50,-51.9125022888184,0.150000019073476,11.1187496185303,-38.8375015258789,2.1305645436055,-72.3001808166504,Sst interneuron,Sst Hpse Cbln4
SM-GE5PA_S145_E1-50,-52.6687545776367,0.68896140789277,26.0625019073486,-33.0625038146973,1.51061409572085,-64.3434272179237,Pvalb interneuron,Pvalb Akr1c18 Ntf3
SM-GE93J_S063_E1-50,-43.9062538146973,0.047857142857143,33.8437538146973,-37.8437538146973,3.44309053058477,-70.0377449035645,Vip interneuron,Vip Lect1 Oxtr
SM-GE4QN_S176_E1-50,-53.6499977111816,0.409999989891052,40.3687515258789,-38.8999977111816,1.91192152723644,-60.0220631686124,Sst interneuron,Sst Nr2f2 Necab1
SM-GE4RN_S086_E1-50,-42.63124847412109,0.334999990606308,20.868749618530277,-32.99374771118164,2.506158546480757,-59.02496604919433,Sncg interneuron,Sncg Gpr50
SM-GE681_S068_E1-50,-52.3750038146973,0.238571428571429,12.7500009536743,-41.09375,1.9937881161806,-69.1484329223633,Sst interneuron,Sst Hpse Cbln4
SM-GE5V2_S064_E1-50,-45.7500038146973,0.05,24.9437522888184,-38.3999977111816,2.7166846924287,-68.218953704834,Vip interneuron,Vip Crispld2 Kcne4
SM-GE5PA_S074_E1-50,-50.7687530517578,0.089999999141693,27.2624988555908,-42.0874977111816,2.41680051373698,-59.4170707066854,Sst interneuron,Sst Hpse Sema3c
SM-GE95M_S046_E1-50,-54.15625,0.589999982452393,27.3999996185303,-41.6125030517578,1.88825324589826,-74.0132217407227,Sst interneuron,Sst Myh8 Etv1 
SM-GE4QZ_S141_E1-50,-45.2500038146973,0.265943202447468,40.1062507629395,-33.1375045776367,2.81366594785346,-70.8911437988281,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE4QF_S063_E1-50,-50.0875015258789,0.110280373831776,26.7687492370605,-24.1000022888184,1.1874498404939,-62.0500606536865,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE8Y4_S160_E1-50,-53.4375,0.228971955859706,27.6999988555908,-35.3250007629395,3.95646814295739,-75.8795954386393,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE66H_S007_E1-50,-44.7812538146973,0.409677406184011,46.3125038146973,-35.96875,4.05560439808997,-68.0267738342285,Vip interneuron,Vip Chat Htr1f
SM-GE5TS_S179_E1-50,-47.46875,0.294285714285714,27.28125,-37.3750038146973,3.14368998570773,-77.6607604980469,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE66H_S013_E1-50,-48.09375,0.40625,24.0,-42.5,4.03964214475042,-71.8637930552165,Vip interneuron,Vip Arhgap36 Hmcn1
SM-GE4XY_S026_E1-50,-57.6250038146973,1.00500022163392,23.5187511444092,-32.2625045776367,1.34578822969641,-69.843830871582,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE4Y5_S158_E1-50,-44.65625,0.28421050693586,38.4562492370605,-24.4875011444092,1.81862289447775,-66.9369997297015,Sst interneuron,Sst Myh8 Fibin
SM-GE95A_S001_E1-50,-63.2812538146973,0.375000030653818,30.7812519073486,-40.90625,2.23823860482388,-75.9654663085937,Sst interneuron,Sst Crh 4930553C11Rik 
SM-GE5OS_S129_E1-50,-59.6312522888184,0.186842098325904,30.3750019073486,-35.5249977111816,1.72622419662962,-76.1017058236258,Sst interneuron,Sst Calb2 Necab1
SM-GE5TM_S124_E1-50,-57.9687538146973,0.130000017547604,32.78125,-34.78125,1.91344639932308,-78.1051664352417,Sst interneuron,Sst Rxfp1 Prdm8
SM-J39TJ_S273_E1-50,-43.83749771118164,0.3543219556602527,25.69999885559082,-33.531253814697266,2.5176583717791914,-61.1383245256212,Sncg interneuron,Sncg Gpr50
SM-GE5VJ_S025_E1-50,-59.400001525878906,0.2021276595744682,19.850000381469727,-37.46875,1.2789005036142285,-61.45362243652344,Pvalb interneuron,Pvalb Tpbg
SM-GE65C_S169_E1-50,-53.0000038146973,0.237500046094265,25.8125019073486,-38.28125,4.03036336280142,-78.5899095535278,Lamp5 interneuron,Lamp5 Lsp1
SM-GE8YF_S073_E1-50,-49.5687484741211,0.46,13.6375007629395,-36.7999992370605,2.96858970497002,-75.5278749465942,Lamp5 interneuron,Lamp5 Ntn1 Npy2r
SM-GE5OW_S160_E1-50,-51.2000007629395,0.515000019264212,21.4249992370605,-30.7000007629394,1.76712736841844,-69.8914543151855,Sst interneuron,Sst Crh 4930553C11Rik 
SM-GE66P_S087_E1-50,-58.4062538146973,0.422499898592637,12.5,-31.5312519073486,1.13022508351625,-73.9524550437927,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE5QL_S116_E1-50,-57.6937484741211,0.399999975389051,33.2562522888184,-37.6312522888184,1.50541526644149,-70.0945387620192,Sst interneuron,Sst Rxfp1 Eya1
SM-GE92A_S096_E1-50,-51.5000038146973,0.643978903000259,31.0000019073486,-29.5000019073486,1.42487836013924,-65.6742282867432,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE8X7_S124_E1-50,-39.0,0.234090909090909,30.5937519073486,-30.625,3.1927942640028,-73.8052541559393,Vip interneuron,Vip Ptprt Pkp2
SM-GE8YR_S168_E1-50,-42.0000038146973,0.19406779661017,51.84375,-30.9375019073486,2.08575761683022,-60.7697254180908,Sst interneuron,Sst Hpse Cbln4
SM-GE4RC_S078_E1-50,-46.6625022888184,0.195,27.7562522888184,-32.7312545776367,4.49674044607661,-67.5156745910645,Lamp5 interneuron,Lamp5 Lsp1
SM-GE5UQ_S102_E1-50,-45.9437522888184,0.206382978723404,27.0562515258789,-27.4937515258789,1.51748821315748,-73.9284568786621,Sst interneuron,Sst Tac1 Htr1d
SM-GE8XQ_S188_E1-50,-51.2999992370605,0.485,29.5749988555908,-33.0499992370606,2.12072191417861,-71.7728862762451,Sst interneuron,Sst Esm1
SM-GE4Q8_S053_E1-50,-51.8000030517578,0.960344827586206,25.6000003814697,-27.8062496185303,1.27778359545698,-62.0971801064231,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE4S3_S103_E1-50,-51.1687545776367,0.21551724137931,39.3000030517578,-30.4874992370606,2.60209514632899,-69.985967195951,Sst interneuron,Sst Esm1
SM-GE93S_S146_E1-50,-54.15625,0.141812676359407,20.0000019073486,-33.25,3.84745877476064,-76.3599090576172,Lamp5 interneuron,Lamp5 Lsp1
SM-GE8Y4_S158_E1-50,-60.2000007629395,0.754310344827586,25.1062488555908,-35.1812515258789,1.3517721163293,-66.437873840332,Pvalb interneuron,Pvalb Tpbg
SM-GE64F_S110_E1-50,-37.2187538146973,0.131058009197259,35.8125,-27.7812519073486,2.70626906159838,-63.2568476059858,Lamp5 interneuron,Lamp5 Fam19a1 Tmem182
SM-GE64V_S114_E1-50,-29.46875,0.249999996821082,34.59375,-21.8437519073486,3.30435147295512,-64.765270778111,Sst interneuron,Sst Rxfp1 Prdm8
SM-GE5QL_S164_E1-50,-58.2749977111816,0.018103445021349,27.9500007629394,-39.9312477111816,1.98678052357722,-70.0610644022624,Sst interneuron,Sst Calb2 Pdlim5
SM-GE4Q8_S051_E1-50,-52.6687545776367,0.64999992370601,26.9875011444092,-31.1812515258789,1.66468927424201,-71.2057769775391,Pvalb interneuron,Pvalb Tpbg
SM-GE5UX_S179_E1-50,-42.3562545776367,0.27000006256104,34.5062484741211,-24.8312511444092,3.92590703593164,-62.2196197509766,Lamp5 interneuron,Lamp5 Lsp1
SM-GE8WR_S015_E1-50,-58.0000038146973,0.295714285714286,27.3750019073486,-36.8750038146973,2.41639292719823,-70.7573193636808,Sst interneuron,Sst Esm1
SM-GE94R_S191_E1-50,-52.4375038146973,0.348571424507608,27.2500019073486,-37.65625,2.65476306348445,-50.154048538208,Sncg interneuron,Serpinf1 Aqp5 Vip
SM-GE4XY_S017_E1-50,-54.4375038146973,0.20948275862069,19.7437496185303,-29.0250015258789,1.19613058063915,-67.0670636494954,Pvalb interneuron,Pvalb Sema3e Kank4
SM-GE65D_S175_E1-50,-45.0312538146973,0.254193548387097,19.21875,-31.0000019073486,3.20376525312563,-72.203217569987,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE93B_S084_E1-50,-46.68750381469727,0.1199999998910071,20.718751907348636,-32.5625,3.447298577063443,-65.13868915333467,Lamp5 interneuron,Lamp5 Lsp1
SM-J39ZH_S513_E1-50,-57.10000228881836,1.1117647193458824,16.775001525878906,-34.187503814697266,1.3446683285797256,-72.19621058872768,Pvalb interneuron,Pvalb Reln Itm2a
SM-GBMG3_S058_E1-50,-55.6562538146973,1.02530125635001,15.8125009536743,-30.7625007629394,1.16692074707666,-75.6248661921575,Pvalb interneuron,Pvalb Sema3e Kank4
SM-J39TJ_S274_E1-50,-30.57499885559082,0.1578125011734652,38.39999771118164,-24.912500381469727,2.8003716428241225,-61.94998269332083,Sncg interneuron,Sncg Vip Itih5
SM-GE93J_S081_E1-50,-51.21875,1.1,4.4375,-31.0625,1.21227253937774,-54.5895665486654,Pvalb interneuron,Pvalb Gabrg1
SM-GE918_S072_E1-50,-57.0000038146973,0.645260663507109,26.125,-30.0625019073486,1.37122258573586,-68.8796282681552,Pvalb interneuron,Pvalb Reln Itm2a
SM-GE5VJ_S066_E1-50,-55.6124992370606,0.183870969081642,7.15625047683716,-44.25,2.51707647732784,-76.8193046569824,Vip interneuron,Vip Lmo1 Myl1
SM-GE672_S154_E1-50,-47.4375038146973,0.195918359831938,32.0,-38.59375,3.29364274839642,-71.3229196721857,Vip interneuron,Vip Ptprt Pkp2
SM-GE5TS_S133_E1-50,-52.7500038146973,0.292142857142857,32.9375,-35.15625,2.03816947852219,-74.5425255515359,Sst interneuron,Lamp5 Krt73
SM-GE4QZ_S179_E1-50,-43.6624984741211,0.090497737556561,20.25,-30.3187522888184,2.42544801114097,-74.9843790690104,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE93V_S078_E1-50,-50.4687538146973,0.14821428610354,32.6875,-40.34375,2.56985171127657,-73.9592909379439,Vip interneuron,Serpinf1 Clrn1
SM-GE5W2_S027_E1-50,-48.62500381469727,0.3718749904632565,21.899999618530277,-34.22500228881836,2.075862828983244,-60.37051550547282,Sst interneuron,Sst Myh8 Etv1 
SM-GE4QZ_S163_E1-50,-43.8812522888184,0.36168217809849,18.0812492370605,-31.6000022888184,3.18977665813029,-71.7550722757975,Lamp5 interneuron,Lamp5 Plch2 Dock5
SM-GE672_S167_E1-50,-42.1562538146973,0.55,27.5625,-35.6250038146973,3.6708666601091,-67.47351367657,Vip interneuron,Vip Rspo4 Rxfp1 Chat
SM-GE66C_S119_E1-50,-58.3437538146973,0.985534606676432,10.7187509536743,-35.4375038146973,1.30513080882567,-72.645566813151,Pvalb interneuron,Pvalb Akr1c18 Ntf3
SM-GE5QL_S105_E1-50,-43.1875038146973,0.1,35.0812530517578,-34.9062538146973,3.86207519266195,-74.6085060119629,Vip interneuron,Vip Col15a1 Pde1a
SM-GE4QD_S026_E1-50,-47.2437515258789,0.274999993324274,34.78125,-29.9500007629394,1.9013825047471,-59.8841617584229,Sst interneuron,Sst Calb2 Pdlim5
SM-GE8WR_S043_E1-50,-62.1875038146973,0.285714314519145,37.5312538146973,-43.0625,2.77234704511094,-80.57255859375,Sst interneuron,Sst Crh 4930553C11Rik 
